task_id,task_description,task_category,assigned_employee,task_created_date,deadline_in_days,estimated_effort_hours,employee_current_workload_hours,employee_past_completion_rate
11023,resolve issue using Python,Support,EMP_35,2024-08-13,28,2,95,0.77
11024,handle ticket using Python,Support,EMP_32,2024-02-13,15,31,68,0.89
11025,build KPI dashboard using Python,Reporting,EMP_7,2024-12-16,13,35,138,0.51
11026,build ETL pipeline using Python,Data Engineering,EMP_18,2024-03-16,20,7,109,0.61
11027,deploy application using Python,DevOps,EMP_4,2024-07-19,23,15,61,0.9
11028,deploy application using Python,DevOps,EMP_3,2024-02-09,10,8,57,0.92
11029,transform dataset using Python,Data Engineering,EMP_25,2024-02-21,7,16,56,0.58
11030,configure docker using Python,DevOps,EMP_44,2024-05-15,27,28,126,0.92
11031,fix bug using Python,Support,EMP_40,2024-06-08,18,12,57,0.87
11032,build prediction model using Python,Machine Learning,EMP_35,2024-04-27,23,38,27,0.93
11033,assign tasks using Python,Task Management,EMP_22,2024-06-26,17,17,64,0.89
11034,resolve issue using Python,Support,EMP_42,2024-06-08,27,13,124,0.86
11035,transform dataset using Python,Data Engineering,EMP_42,2024-09-07,30,31,134,0.89
11036,setup CI/CD using Python,DevOps,EMP_39,2024-01-11,26,2,33,0.56
11037,transform dataset using Python,Data Engineering,EMP_1,2024-06-12,10,37,39,0.56
11038,prioritize tasks using Python,Task Management,EMP_48,2024-07-25,6,36,22,0.53
11039,optimize model using Python,Machine Learning,EMP_17,2024-02-01,15,36,55,0.67
11040,train ML model using Python,Machine Learning,EMP_45,2024-05-21,14,30,27,0.84
11041,monitor progress using Python,Task Management,EMP_26,2024-02-01,11,14,48,0.54
11042,perform feature engineering using Python,Machine Learning,EMP_21,2024-03-14,8,15,68,0.66
11043,clean data using Python,Data Engineering,EMP_34,2024-04-09,18,31,64,0.73
11044,apply NLP using Python,Machine Learning,EMP_29,2024-01-15,7,33,87,0.75
11045,build prediction model using Python,Machine Learning,EMP_9,2024-11-12,29,24,32,0.57
11046,resolve issue using Python,Support,EMP_32,2024-02-18,18,31,131,0.82
11047,resolve issue using Python,Support,EMP_27,2024-03-02,17,7,47,0.72
11048,monitor system using Python,DevOps,EMP_43,2024-04-04,17,30,35,0.74
11049,track deadlines using Python,Task Management,EMP_46,2024-11-03,17,19,147,0.62
11050,manage workload using Python,Task Management,EMP_45,2024-09-13,13,4,28,0.88
11051,clean data using Python,Data Engineering,EMP_29,2024-08-24,27,36,64,0.54
11052,track deadlines using Python,Task Management,EMP_47,2024-09-09,22,35,21,0.87
11053,monitor progress using Python,Task Management,EMP_20,2024-09-16,29,20,130,0.62
11054,resolve issue using Python,Support,EMP_26,2024-09-07,11,29,94,0.88
11055,build prediction model using Python,Machine Learning,EMP_10,2024-06-23,27,37,14,0.68
11056,handle ticket using Python,Support,EMP_41,2024-12-26,10,27,122,0.91
11057,design warehouse using Python,Data Engineering,EMP_29,2024-01-17,25,18,61,0.51
11058,manage workload using Python,Task Management,EMP_4,2024-10-05,4,9,89,0.71
11059,manage cloud using Python,DevOps,EMP_13,2024-02-07,1,30,10,0.57
11060,optimize model using Python,Machine Learning,EMP_32,2024-05-12,4,35,155,0.68
11061,clean data using Python,Data Engineering,EMP_1,2024-02-14,1,8,28,0.94
11062,monitor system using Python,DevOps,EMP_39,2024-08-27,9,22,20,0.64
11063,prepare report using Python,Reporting,EMP_15,2024-05-02,4,34,152,0.81
11064,clean data using Python,Data Engineering,EMP_27,2024-04-17,18,11,149,0.67
11065,manage workload using Python,Task Management,EMP_44,2024-12-05,21,20,115,0.86
11066,monitor system using Python,DevOps,EMP_31,2024-07-20,8,20,92,0.66
11067,optimize query using Python,Data Engineering,EMP_48,2024-10-15,18,32,104,0.78
11068,create dashboard using Python,Reporting,EMP_8,2024-11-07,8,20,121,0.77
11069,design warehouse using Python,Data Engineering,EMP_35,2024-06-14,26,31,55,0.85
11070,build prediction model using Python,Machine Learning,EMP_16,2024-04-08,3,11,30,0.89
11071,apply NLP using Python,Machine Learning,EMP_18,2024-06-28,26,40,64,0.93
11072,perform feature engineering using Python,Machine Learning,EMP_44,2024-11-07,15,18,75,0.93
11073,analyze metrics using Python,Reporting,EMP_9,2024-05-07,9,13,116,0.94
11074,prioritize tasks using Python,Task Management,EMP_48,2024-12-30,11,38,151,0.59
11075,fix bug using Python,Support,EMP_47,2024-05-18,10,1,63,0.68
11076,create dashboard using Python,Reporting,EMP_23,2024-08-05,1,12,143,0.83
11077,track deadlines using Python,Task Management,EMP_33,2024-09-14,6,30,97,0.83
11078,clean data using Python,Data Engineering,EMP_22,2024-11-06,5,8,71,0.53
11079,create dashboard using Python,Reporting,EMP_49,2024-01-05,23,20,26,0.87
11080,design warehouse using Python,Data Engineering,EMP_24,2024-08-29,9,26,146,0.83
11081,apply NLP using Python,Machine Learning,EMP_33,2024-06-06,10,5,128,0.77
11082,prepare report using Python,Reporting,EMP_47,2024-07-10,8,29,36,0.85
11083,monitor system using Python,DevOps,EMP_18,2024-06-23,13,30,61,0.58
11084,assist user using Python,Support,EMP_27,2024-11-20,7,16,31,0.91
11085,analyze metrics using Python,Reporting,EMP_22,2024-11-21,3,19,12,0.94
11086,analyze metrics using Python,Reporting,EMP_44,2024-10-28,6,28,76,0.68
11087,apply NLP using Python,Machine Learning,EMP_7,2024-09-20,1,20,92,0.5
11088,troubleshoot error using Python,Support,EMP_28,2024-07-14,17,7,43,0.89
11089,fix bug using Python,Support,EMP_47,2024-03-06,14,25,38,0.71
11090,build prediction model using Python,Machine Learning,EMP_30,2024-04-28,22,6,112,0.62
11091,monitor progress using Python,Task Management,EMP_1,2024-01-04,4,34,155,0.81
11092,design warehouse using Python,Data Engineering,EMP_16,2024-01-30,9,19,74,0.77
11093,train ML model using Python,Machine Learning,EMP_13,2024-11-08,22,9,46,0.62
11094,train ML model using Python,Machine Learning,EMP_2,2024-12-30,8,9,95,0.93
11095,generate report using Python,Reporting,EMP_30,2024-03-21,3,2,89,0.62
11096,optimize query using Python,Data Engineering,EMP_20,2024-07-05,15,39,98,0.59
11097,clean data using Python,Data Engineering,EMP_1,2024-08-12,10,1,118,0.73
11098,assign tasks using Python,Task Management,EMP_39,2024-03-27,25,36,63,0.53
11099,troubleshoot error using Python,Support,EMP_50,2024-11-06,20,23,40,0.93
11100,build ETL pipeline using Python,Data Engineering,EMP_37,2024-02-07,30,18,79,0.93
11101,manage cloud using Python,DevOps,EMP_13,2024-04-11,7,16,89,0.81
11102,build KPI dashboard using Python,Reporting,EMP_41,2024-09-15,3,12,106,0.9
11103,monitor system using Python,DevOps,EMP_20,2024-05-13,8,12,128,0.53
11104,handle ticket using Python,Support,EMP_45,2024-04-06,25,14,105,0.92
11105,track deadlines using Python,Task Management,EMP_49,2024-02-13,8,33,85,0.85
11106,manage cloud using Python,DevOps,EMP_22,2024-08-25,6,39,102,0.51
11107,optimize model using Python,Machine Learning,EMP_20,2024-04-22,14,37,116,0.88
11108,troubleshoot error using Python,Support,EMP_7,2024-07-02,10,4,44,0.66
11109,assist user using Python,Support,EMP_24,2024-05-05,11,22,127,0.8
11110,setup CI/CD using Python,DevOps,EMP_2,2024-03-20,29,29,123,0.75
11111,transform dataset using Python,Data Engineering,EMP_20,2024-05-22,16,16,65,0.77
11112,track deadlines using Python,Task Management,EMP_43,2024-06-21,26,34,135,0.61
11113,build ETL pipeline using Python,Data Engineering,EMP_20,2024-03-11,1,1,129,0.81
11114,build ETL pipeline using Python,Data Engineering,EMP_37,2024-03-08,7,36,18,0.78
11115,monitor progress using Python,Task Management,EMP_15,2024-10-19,21,3,122,0.66
11116,optimize model using Python,Machine Learning,EMP_10,2024-05-28,17,35,133,0.95
11117,configure docker using Python,DevOps,EMP_28,2024-04-24,5,2,111,0.82
11118,clean data using Python,Data Engineering,EMP_3,2024-02-14,4,17,26,0.69
11119,build ETL pipeline using Python,Data Engineering,EMP_33,2024-09-08,8,28,133,0.88
11120,monitor progress using Python,Task Management,EMP_7,2024-01-13,29,25,100,0.71
11121,transform dataset using Python,Data Engineering,EMP_11,2024-04-02,8,6,13,0.82
11122,manage cloud using Python,DevOps,EMP_41,2024-04-01,14,22,124,0.65
11123,optimize model using Python,Machine Learning,EMP_19,2024-06-15,15,28,115,0.77
11124,monitor system using Python,DevOps,EMP_32,2024-12-20,24,6,125,0.82
11125,design warehouse using Python,Data Engineering,EMP_23,2024-11-04,14,39,91,0.73
11126,resolve issue using Python,Support,EMP_40,2024-08-22,1,26,49,0.66
11127,track deadlines using Python,Task Management,EMP_12,2024-06-02,28,13,20,0.57
11128,track deadlines using Python,Task Management,EMP_34,2024-11-21,1,16,94,0.58
11129,track deadlines using Python,Task Management,EMP_15,2024-03-26,14,40,61,0.79
11130,design warehouse using Python,Data Engineering,EMP_15,2024-08-22,17,7,29,0.87
11131,train ML model using Python,Machine Learning,EMP_17,2024-04-14,14,3,76,0.52
11132,prepare report using Python,Reporting,EMP_45,2024-10-17,17,23,82,0.53
11133,monitor progress using Python,Task Management,EMP_34,2024-04-25,6,27,32,0.54
11134,prepare report using Python,Reporting,EMP_32,2024-05-19,8,30,143,0.72
11135,create dashboard using Python,Reporting,EMP_49,2024-01-21,3,26,81,0.88
11136,handle ticket using Python,Support,EMP_38,2024-05-26,18,3,101,0.76
11137,optimize query using Python,Data Engineering,EMP_35,2024-11-09,22,16,53,0.65
11138,optimize query using Python,Data Engineering,EMP_6,2024-01-20,15,13,143,0.92
11139,build KPI dashboard using Python,Reporting,EMP_15,2024-09-29,1,29,106,0.65
11140,troubleshoot error using Python,Support,EMP_11,2024-05-28,6,4,116,0.83
11141,troubleshoot error using Python,Support,EMP_25,2024-12-30,26,29,78,0.65
11142,assist user using Python,Support,EMP_40,2024-10-03,22,23,149,0.8
11143,monitor progress using Python,Task Management,EMP_6,2024-03-14,17,6,53,0.71
11144,assist user using Python,Support,EMP_44,2024-02-06,20,16,95,0.82
11145,clean data using Python,Data Engineering,EMP_36,2024-08-04,14,26,26,0.94
11146,deploy application using Python,DevOps,EMP_10,2024-03-25,7,39,106,0.68
11147,design warehouse using Python,Data Engineering,EMP_48,2024-05-28,17,31,18,0.7
11148,monitor progress using Python,Task Management,EMP_14,2024-03-27,16,15,38,0.57
11149,optimize query using Python,Data Engineering,EMP_41,2024-08-27,9,22,126,0.52
11150,optimize query using Python,Data Engineering,EMP_25,2024-10-17,1,10,149,0.79
11151,perform feature engineering using Python,Machine Learning,EMP_31,2024-02-20,10,11,71,0.73
11152,build ETL pipeline using Python,Data Engineering,EMP_39,2024-03-01,4,27,160,0.78
11153,setup CI/CD using Python,DevOps,EMP_14,2024-02-06,25,26,105,0.52
11154,track deadlines using Python,Task Management,EMP_4,2024-08-09,19,5,23,0.75
11155,build KPI dashboard using Python,Reporting,EMP_32,2024-05-04,11,34,25,0.79
11156,apply NLP using Python,Machine Learning,EMP_33,2024-06-21,8,17,98,0.93
11157,monitor progress using Python,Task Management,EMP_2,2024-05-07,2,2,130,0.61
11158,clean data using Python,Data Engineering,EMP_45,2024-04-01,17,20,55,0.77
11159,assign tasks using Python,Task Management,EMP_13,2024-01-29,15,34,16,0.56
11160,clean data using Python,Data Engineering,EMP_37,2024-01-01,23,7,54,0.63
11161,optimize model using Python,Machine Learning,EMP_49,2024-05-11,21,36,156,0.54
11162,monitor system using Python,DevOps,EMP_35,2024-07-22,20,21,12,0.9
11163,clean data using Python,Data Engineering,EMP_25,2024-05-07,5,40,146,0.88
11164,assist user using Python,Support,EMP_41,2024-04-30,6,37,55,0.78
11165,handle ticket using Python,Support,EMP_3,2024-08-07,3,36,23,0.61
11166,troubleshoot error using Python,Support,EMP_18,2024-03-05,16,13,86,0.89
11167,monitor system using Python,DevOps,EMP_4,2024-04-01,19,36,116,0.82
11168,track deadlines using Python,Task Management,EMP_41,2024-12-02,3,37,110,0.69
11169,optimize query using Python,Data Engineering,EMP_18,2024-12-13,11,9,160,0.93
11170,clean data using Python,Data Engineering,EMP_4,2024-11-06,13,39,14,0.67
11171,setup CI/CD using Python,DevOps,EMP_35,2024-03-12,15,18,20,0.7
11172,optimize model using Python,Machine Learning,EMP_31,2024-08-27,21,29,42,0.76
11173,assist user using Python,Support,EMP_32,2024-10-10,8,32,141,0.89
11174,assist user using Python,Support,EMP_15,2024-06-16,18,37,117,0.77
11175,monitor system using Python,DevOps,EMP_13,2024-04-14,3,35,110,0.72
11176,build prediction model using Python,Machine Learning,EMP_1,2024-01-30,8,36,78,0.68
11177,generate report using Python,Reporting,EMP_24,2024-03-01,8,31,127,0.86
11178,perform feature engineering using Python,Machine Learning,EMP_10,2024-07-11,1,37,106,0.57
11179,manage workload using Python,Task Management,EMP_28,2024-10-01,13,30,15,0.81
11180,design warehouse using Python,Data Engineering,EMP_23,2024-08-06,26,12,90,0.77
11181,manage cloud using Python,DevOps,EMP_5,2024-07-17,3,13,49,0.76
11182,design warehouse using Python,Data Engineering,EMP_34,2024-01-16,30,3,61,0.5
11183,build prediction model using Python,Machine Learning,EMP_31,2024-01-28,16,10,144,0.55
11184,setup CI/CD using Python,DevOps,EMP_28,2024-04-14,26,28,49,0.95
11185,monitor progress using Python,Task Management,EMP_25,2024-05-04,26,7,72,0.84
11186,monitor progress using Python,Task Management,EMP_50,2024-05-21,1,4,17,0.51
11187,build ETL pipeline using Python,Data Engineering,EMP_24,2024-04-01,13,2,114,0.71
11188,build ETL pipeline using Python,Data Engineering,EMP_3,2024-10-03,18,25,72,0.68
11189,prepare report using Python,Reporting,EMP_21,2024-04-16,22,28,78,0.85
11190,create dashboard using Python,Reporting,EMP_12,2024-10-26,15,1,142,0.91
11191,clean data using Python,Data Engineering,EMP_23,2024-01-17,25,33,73,0.82
11192,build KPI dashboard using Python,Reporting,EMP_23,2024-02-06,4,2,26,0.92
11193,design warehouse using Python,Data Engineering,EMP_37,2024-07-28,17,38,52,0.85
11194,fix bug using Python,Support,EMP_32,2024-04-26,1,8,59,0.73
11195,apply NLP using Python,Machine Learning,EMP_10,2024-01-24,24,24,104,0.6
11196,prioritize tasks using Python,Task Management,EMP_10,2024-06-03,9,23,25,0.78
11197,build KPI dashboard using Python,Reporting,EMP_43,2024-04-11,18,28,106,0.75
11198,clean data using Python,Data Engineering,EMP_25,2024-03-03,26,6,155,0.64
11199,troubleshoot error using Python,Support,EMP_17,2024-04-06,20,14,84,0.73
11200,apply NLP using Python,Machine Learning,EMP_45,2024-03-13,25,13,131,0.83
11201,setup CI/CD using Python,DevOps,EMP_31,2024-05-14,23,32,125,0.63
11202,monitor progress using Python,Task Management,EMP_41,2024-04-28,4,5,41,0.69
11203,prioritize tasks using Python,Task Management,EMP_40,2024-04-02,11,27,64,0.61
11204,generate report using Python,Reporting,EMP_21,2024-01-25,2,37,92,0.71
11205,build KPI dashboard using Python,Reporting,EMP_39,2024-01-18,11,23,50,0.59
11206,analyze metrics using Python,Reporting,EMP_25,2024-09-19,3,5,57,0.53
11207,optimize query using Python,Data Engineering,EMP_47,2024-10-06,4,34,46,0.86
11208,prioritize tasks using Python,Task Management,EMP_14,2024-10-13,22,28,29,0.67
11209,track deadlines using Python,Task Management,EMP_33,2024-08-03,7,12,54,0.79
11210,setup CI/CD using Python,DevOps,EMP_19,2024-07-11,27,16,60,0.8
11211,generate report using Python,Reporting,EMP_9,2024-08-03,19,9,92,0.79
11212,prepare report using Python,Reporting,EMP_30,2024-09-16,29,39,25,0.68
11213,monitor progress using Python,Task Management,EMP_48,2024-06-05,15,8,44,0.87
11214,build ETL pipeline using Python,Data Engineering,EMP_48,2024-11-25,22,3,120,0.6
11215,optimize query using Python,Data Engineering,EMP_17,2024-07-30,28,21,160,0.62
11216,monitor progress using Python,Task Management,EMP_38,2024-10-21,19,20,145,0.7
11217,monitor system using Python,DevOps,EMP_5,2024-01-08,5,37,115,0.85
11218,analyze metrics using Python,Reporting,EMP_40,2024-09-17,17,33,112,0.58
11219,build ETL pipeline using Python,Data Engineering,EMP_40,2024-06-30,4,2,21,0.79
11220,monitor progress using Python,Task Management,EMP_34,2024-11-25,21,20,77,0.9
11221,analyze metrics using Python,Reporting,EMP_18,2024-10-22,18,1,32,0.65
11222,fix bug using Python,Support,EMP_33,2024-12-11,7,9,75,0.75
11223,perform feature engineering using Python,Machine Learning,EMP_29,2024-03-07,26,16,139,0.73
11224,build prediction model using Python,Machine Learning,EMP_6,2024-01-25,5,30,158,0.78
11225,deploy application using Python,DevOps,EMP_46,2024-08-26,14,25,121,0.64
11226,configure docker using Python,DevOps,EMP_22,2024-07-29,30,36,82,0.87
11227,fix bug using Python,Support,EMP_16,2024-10-30,5,31,120,0.76
11228,train ML model using Python,Machine Learning,EMP_22,2024-09-07,2,6,116,0.5
11229,build prediction model using Python,Machine Learning,EMP_3,2024-07-27,18,31,56,0.74
11230,train ML model using Python,Machine Learning,EMP_42,2024-03-09,10,14,106,0.61
11231,prioritize tasks using Python,Task Management,EMP_42,2024-12-16,27,23,95,0.8
11232,perform feature engineering using Python,Machine Learning,EMP_47,2024-08-15,7,29,81,0.92
11233,perform feature engineering using Python,Machine Learning,EMP_32,2024-12-25,24,31,148,0.71
11234,apply NLP using Python,Machine Learning,EMP_44,2024-01-04,22,14,147,0.61
11235,create dashboard using Python,Reporting,EMP_19,2024-08-03,24,40,73,0.94
11236,apply NLP using Python,Machine Learning,EMP_38,2024-07-06,30,24,62,0.53
11237,perform feature engineering using Python,Machine Learning,EMP_17,2024-06-27,9,17,87,0.56
11238,design warehouse using Python,Data Engineering,EMP_17,2024-09-14,29,30,52,0.8
11239,build ETL pipeline using Python,Data Engineering,EMP_33,2024-02-09,26,26,19,0.58
11240,monitor progress using Python,Task Management,EMP_19,2024-04-27,23,13,91,0.81
11241,build prediction model using Python,Machine Learning,EMP_30,2024-01-24,26,25,40,0.83
11242,train ML model using Python,Machine Learning,EMP_40,2024-02-24,18,39,30,0.64
11243,assign tasks using Python,Task Management,EMP_9,2024-06-16,7,36,21,0.66
11244,optimize query using Python,Data Engineering,EMP_37,2024-07-11,11,18,98,0.56
11245,perform feature engineering using Python,Machine Learning,EMP_2,2024-05-25,27,19,70,0.8
11246,troubleshoot error using Python,Support,EMP_48,2024-03-18,14,27,31,0.58
11247,perform feature engineering using Python,Machine Learning,EMP_48,2024-12-12,1,11,103,0.86
11248,troubleshoot error using Python,Support,EMP_7,2024-11-03,18,6,82,0.57
11249,analyze metrics using Python,Reporting,EMP_45,2024-08-24,21,18,47,0.78
11250,analyze metrics using Python,Reporting,EMP_44,2024-11-23,29,14,95,0.8
11251,clean data using Python,Data Engineering,EMP_2,2024-03-25,21,32,146,0.69
11252,transform dataset using Python,Data Engineering,EMP_25,2024-02-09,21,13,147,0.68
11253,monitor system using Python,DevOps,EMP_32,2024-09-09,9,33,102,0.85
11254,configure docker using Python,DevOps,EMP_32,2024-01-23,10,11,88,0.8
11255,optimize query using Python,Data Engineering,EMP_38,2024-07-02,25,37,158,0.71
11256,troubleshoot error using Python,Support,EMP_5,2024-04-22,1,33,64,0.73
11257,optimize query using Python,Data Engineering,EMP_15,2024-01-05,13,9,152,0.52
11258,fix bug using Python,Support,EMP_29,2024-12-12,30,32,40,0.71
11259,clean data using Python,Data Engineering,EMP_28,2024-11-08,14,22,99,0.71
11260,manage workload using Python,Task Management,EMP_3,2024-03-07,27,37,106,0.54
11261,configure docker using Python,DevOps,EMP_35,2024-07-27,14,27,72,0.8
11262,prepare report using Python,Reporting,EMP_35,2024-04-09,19,4,78,0.67
11263,resolve issue using Python,Support,EMP_37,2024-09-10,25,23,130,0.79
11264,setup CI/CD using Python,DevOps,EMP_3,2024-11-20,24,14,24,0.59
11265,monitor progress using Python,Task Management,EMP_31,2024-08-19,15,32,29,0.86
11266,design warehouse using Python,Data Engineering,EMP_23,2024-04-23,23,31,65,0.62
11267,troubleshoot error using Python,Support,EMP_25,2024-01-05,25,30,99,0.84
11268,assist user using Python,Support,EMP_30,2024-03-10,8,8,123,0.77
11269,manage workload using Python,Task Management,EMP_48,2024-04-11,14,13,115,0.69
11270,prepare report using Python,Reporting,EMP_14,2024-07-27,2,24,51,0.81
11271,prepare report using Python,Reporting,EMP_8,2024-08-04,13,37,73,0.66
11272,configure docker using Python,DevOps,EMP_12,2024-03-22,27,37,85,0.56
11273,apply NLP using Python,Machine Learning,EMP_35,2024-07-26,20,15,61,0.76
11274,assist user using Python,Support,EMP_20,2024-06-21,10,30,114,0.71
11275,track deadlines using Python,Task Management,EMP_38,2024-06-16,17,14,106,0.65
11276,build KPI dashboard using Python,Reporting,EMP_27,2024-06-18,15,21,61,0.87
11277,monitor progress using Python,Task Management,EMP_15,2024-12-31,25,11,78,0.68
11278,prepare report using Python,Reporting,EMP_27,2024-04-24,9,32,117,0.93
11279,apply NLP using Python,Machine Learning,EMP_15,2024-05-25,13,5,17,0.62
11280,manage workload using Python,Task Management,EMP_15,2024-08-27,2,3,13,0.8
11281,perform feature engineering using Python,Machine Learning,EMP_49,2024-06-10,22,6,110,0.64
11282,monitor system using Python,DevOps,EMP_24,2024-01-08,1,17,116,0.78
11283,deploy application using Python,DevOps,EMP_10,2024-08-20,7,21,71,0.78
11284,optimize model using Python,Machine Learning,EMP_3,2024-12-02,15,40,87,0.67
11285,apply NLP using Python,Machine Learning,EMP_19,2024-11-29,9,32,86,0.87
11286,resolve issue using Python,Support,EMP_2,2024-04-13,18,31,154,0.57
11287,optimize query using Python,Data Engineering,EMP_20,2024-07-15,10,16,92,0.78
11288,deploy application using Python,DevOps,EMP_26,2024-02-02,10,30,137,0.61
11289,troubleshoot error using Python,Support,EMP_7,2024-05-23,15,9,46,0.64
11290,apply NLP using Python,Machine Learning,EMP_15,2024-10-20,21,32,55,0.78
11291,manage workload using Python,Task Management,EMP_42,2024-04-10,20,30,51,0.58
11292,generate report using Python,Reporting,EMP_20,2024-10-30,14,2,85,0.64
11293,clean data using Python,Data Engineering,EMP_20,2024-07-09,4,19,65,0.88
11294,resolve issue using Python,Support,EMP_29,2024-09-09,20,26,10,0.87
11295,setup CI/CD using Python,DevOps,EMP_40,2024-04-21,19,36,83,0.91
11296,train ML model using Python,Machine Learning,EMP_25,2024-07-16,17,40,81,0.82
11297,perform feature engineering using Python,Machine Learning,EMP_24,2024-06-04,28,37,42,0.73
11298,build KPI dashboard using Python,Reporting,EMP_43,2024-01-16,28,28,100,0.84
11299,optimize model using Python,Machine Learning,EMP_44,2024-11-04,15,36,43,0.85
11300,apply NLP using Python,Machine Learning,EMP_31,2024-09-28,30,16,46,0.68
11301,build prediction model using Python,Machine Learning,EMP_25,2024-09-18,18,18,145,0.76
11302,setup CI/CD using Python,DevOps,EMP_49,2024-09-19,22,13,67,0.66
11303,perform feature engineering using Python,Machine Learning,EMP_25,2024-12-29,20,26,42,0.6
11304,setup CI/CD using Python,DevOps,EMP_47,2024-03-10,10,6,20,0.89
11305,configure docker using Python,DevOps,EMP_48,2024-07-01,20,7,79,0.91
11306,perform feature engineering using Python,Machine Learning,EMP_5,2024-05-02,26,32,143,0.85
11307,build prediction model using Python,Machine Learning,EMP_18,2024-09-18,16,16,30,0.64
11308,optimize model using Python,Machine Learning,EMP_44,2024-07-22,11,39,138,0.51
11309,configure docker using Python,DevOps,EMP_49,2024-09-07,25,8,71,0.9
11310,perform feature engineering using Python,Machine Learning,EMP_50,2024-06-06,7,20,56,0.93
11311,monitor system using Python,DevOps,EMP_1,2024-04-22,24,34,125,0.89
11312,build ETL pipeline using Python,Data Engineering,EMP_1,2024-03-19,30,16,18,0.93
11313,build ETL pipeline using Python,Data Engineering,EMP_35,2024-03-24,17,13,134,0.94
11314,configure docker using Python,DevOps,EMP_34,2024-05-06,26,31,119,0.9
11315,prioritize tasks using Python,Task Management,EMP_25,2024-03-09,14,19,108,0.73
11316,track deadlines using Python,Task Management,EMP_38,2024-06-29,8,34,35,0.77
11317,build ETL pipeline using Python,Data Engineering,EMP_29,2024-02-14,10,23,60,0.72
11318,design warehouse using Python,Data Engineering,EMP_29,2024-12-15,11,9,15,0.68
11319,optimize model using Python,Machine Learning,EMP_12,2024-06-15,16,14,106,0.6
11320,track deadlines using Python,Task Management,EMP_23,2024-02-11,25,15,160,0.74
11321,manage workload using Python,Task Management,EMP_1,2024-05-24,15,2,78,0.85
11322,handle ticket using Python,Support,EMP_18,2024-11-06,1,14,63,0.5
11323,clean data using Python,Data Engineering,EMP_34,2024-03-11,2,8,95,0.86
11324,assign tasks using Python,Task Management,EMP_26,2024-07-06,19,23,92,0.91
11325,manage cloud using Python,DevOps,EMP_14,2024-06-03,5,31,119,0.93
11326,monitor progress using Python,Task Management,EMP_20,2024-06-18,7,39,98,0.91
11327,build prediction model using Python,Machine Learning,EMP_17,2024-07-21,26,30,55,0.59
11328,prioritize tasks using Python,Task Management,EMP_47,2024-07-12,10,6,152,0.73
11329,train ML model using Python,Machine Learning,EMP_4,2024-01-05,13,36,148,0.55
11330,generate report using Python,Reporting,EMP_50,2024-12-02,24,1,58,0.89
11331,configure docker using Python,DevOps,EMP_25,2024-05-31,18,31,33,0.87
11332,build KPI dashboard using Python,Reporting,EMP_11,2024-12-21,15,22,60,0.53
11333,apply NLP using Python,Machine Learning,EMP_43,2024-06-22,25,15,59,0.73
11334,deploy application using Python,DevOps,EMP_48,2024-04-23,3,18,92,0.83
11335,monitor system using Python,DevOps,EMP_18,2024-04-26,24,11,122,0.65
11336,train ML model using Python,Machine Learning,EMP_49,2024-04-13,9,38,115,0.54
11337,resolve issue using Python,Support,EMP_5,2024-01-16,9,23,147,0.77
11338,deploy application using Python,DevOps,EMP_40,2024-08-03,12,34,132,0.55
11339,optimize query using Python,Data Engineering,EMP_27,2024-02-25,6,30,144,0.9
11340,prioritize tasks using Python,Task Management,EMP_1,2024-03-14,19,3,86,0.84
11341,resolve issue using Python,Support,EMP_24,2024-05-09,25,19,45,0.83
11342,clean data using Python,Data Engineering,EMP_10,2024-04-11,21,31,127,0.64
11343,build KPI dashboard using Python,Reporting,EMP_21,2024-05-01,3,20,49,0.7
11344,monitor progress using Python,Task Management,EMP_29,2024-03-22,3,40,98,0.58
11345,prepare report using Python,Reporting,EMP_2,2024-12-11,5,10,124,0.71
11346,build ETL pipeline using Python,Data Engineering,EMP_19,2024-04-24,15,26,134,0.86
11347,apply NLP using Python,Machine Learning,EMP_5,2024-03-17,4,5,50,0.63
11348,monitor system using Python,DevOps,EMP_22,2024-04-08,25,13,121,0.87
11349,transform dataset using Python,Data Engineering,EMP_25,2024-12-27,21,31,115,0.67
11350,design warehouse using Python,Data Engineering,EMP_14,2024-12-02,17,23,143,0.56
11351,prioritize tasks using Python,Task Management,EMP_21,2024-11-09,21,33,135,0.76
11352,setup CI/CD using Python,DevOps,EMP_46,2024-02-24,1,18,44,0.85
11353,optimize query using Python,Data Engineering,EMP_15,2024-02-21,30,38,27,0.59
11354,track deadlines using Python,Task Management,EMP_32,2024-09-19,4,2,147,0.86
11355,track deadlines using Python,Task Management,EMP_10,2024-01-07,24,19,130,0.69
11356,apply NLP using Python,Machine Learning,EMP_37,2024-11-16,7,3,134,0.74
11357,monitor progress using Python,Task Management,EMP_34,2024-10-08,9,4,31,0.66
11358,optimize model using Python,Machine Learning,EMP_15,2024-12-08,10,39,110,0.52
11359,monitor system using Python,DevOps,EMP_31,2024-05-14,26,21,21,0.51
11360,track deadlines using Python,Task Management,EMP_36,2024-12-12,22,11,40,0.71
11361,build ETL pipeline using Python,Data Engineering,EMP_33,2024-11-27,25,14,117,0.57
11362,transform dataset using Python,Data Engineering,EMP_2,2024-02-17,22,19,57,0.67
11363,clean data using Python,Data Engineering,EMP_36,2024-11-02,23,25,157,0.79
11364,optimize query using Python,Data Engineering,EMP_33,2024-09-24,14,39,62,0.83
11365,optimize model using Python,Machine Learning,EMP_10,2024-05-09,1,27,17,0.63
